Snatch,Snatch,50,2,60,2,70,2,80,2,85,1,90,1
Power Clean,CJ,50,2,60,2,65,2,70,2x2
BSQ,BSQ,60,3,70,3,80,3,85,2,80,3
Clean DL,CJ,80,3,85,3,90,2x2
Press,X,X,3x4
