Power Snatch & OHS,Snatch,50,3+3,60,2+2,65,2+2,70,2+2
Clean,CJ,60,270,2,75,2,80,2,85,2,90,1,85,1
Snatch High Pull,Snatch,80,3,85,2,80,3x2
BSQ,BSQ,60,3,70,3,80,3,85,2,80,3
Press,X,X,3x5
