Snatch High Pull & Snatch,Snatch,60,2+2,70,2+1,80,2+1,85,2+1
Hang Power Clean,CJ,50,3,60,3,65,3,70,3
FSQ,FSQ,60,2,70,2,80,2,85,2,80,2
Clean High Pull,CJ,80,2x4
Bench Press,X,X,3x4
