Snatch,Snatch,60,2,70,2,80,2,85,2,90,1
Power Clean + Power Jerk,CJ,50,1+3,60,1+3,65,1+3,70,1+3x2
Front Squat,FSQ,60,3,70,3,75,3,80,3,85,2,80,3
